",Year,quarter,Bene_Geo_Desc,Bene_Mdcd_Mdcr_Enrl_Stus,Bene_Race_Desc,Bene_Sex_Desc,Bene_Mdcr_Entlmt_Stus,Bene_Age_Desc,Bene_RUCA_Desc,Total_Bene_TH_Elig,Total_PartB_Enrl,Total_Bene_Telehealth,Pct_Telehealth"
"784,2021,3,National,All,Asian/Pacific Islander,All,All,All,Urban,633846.0,904332.33333,143298.0,0.2261"
"785,2021,3,National,All,Black/African American,All,All,All,Urban,1570191.0,2151422.0,307821.0,0.196"
"786,2021,3,National,All,Hispanic,All,All,All,Urban,1090206.0,1615288.0,255236.0,0.2341"
"787,2021,3,National,All,Non-Hispanic White,All,All,All,Urban,14293081.0,18121517.333,2325185.0,0.1627"
"788,2021,4,National,All,All,All,All,All,All,23539469.0,30873374.333,3716289.0,0.1579"
"789,2021,4,National,Medicare & Medicaid,All,All,All,All,All,4233557.0,5476781.3333,1093896.0,0.2584"
"790,2021,4,National,Medicare Only,All,All,All,All,All,19305912.0,25396593.0,2622393.0,0.1358"
"791,2021,4,National,All,American Indian/Alaska Native,All,All,All,All,116380.0,157150.33333,20697.0,0.1778"
"792,2021,4,National,Medicare & Medicaid,American Indian/Alaska Native,All,All,All,All,49125.0,65782.666667,10797.0,0.2198"
"793,2021,4,National,Medicare Only,American Indian/Alaska Native,All,All,All,All,67255.0,91367.666667,9900.0,0.1472"
"794,2021,4,National,All,Asian/Pacific Islander,All,All,All,All,668659.0,969235.33333,138103.0,0.2065"
"795,2021,4,National,Medicare & Medicaid,Asian/Pacific Islander,All,All,All,All,304867.0,411607.66667,78183.0,0.2564"
"796,2021,4,National,Medicare Only,Asian/Pacific Islander,All,All,All,All,363792.0,557627.66667,59920.0,0.1647"
"797,2021,4,National,All,Black/African American,All,All,All,All,1793478.0,2478256.3333,314267.0,0.1752"
"798,2021,4,National,Medicare & Medicaid,Black/African American,All,All,All,All,706000.0,917225.33333,162479.0,0.2301"
"799,2021,4,National,Medicare Only,Black/African American,All,All,All,All,1087478.0,1561031.0,151788.0,0.1396"
"800,2021,4,National,All,Hispanic,All,All,All,All,1233543.0,1864515.3333,268609.0,0.2178"
"801,2021,4,National,Medicare & Medicaid,Hispanic,All,All,All,All,589386.0,811908.66667,162877.0,0.2764"
"802,2021,4,National,Medicare Only,Hispanic,All,All,All,All,644157.0,1052606.6667,105732.0,0.1641"
"803,2021,4,National,All,Non-Hispanic White,All,All,All,All,19010674.0,24423477.333,2851126.0,0.15"
"804,2021,4,National,Medicare & Medicaid,Non-Hispanic White,All,All,All,All,2454641.0,3088384.0,641627.0,0.2614"
"805,2021,4,National,Medicare Only,Non-Hispanic White,All,All,All,All,16556033.0,21335093.333,2209499.0,0.1335"
"806,2021,4,National,All,All,Female,All,All,All,13364201.0,16876868.333,2262971.0,0.1693"
"807,2021,4,National,Medicare & Medicaid,All,Female,All,All,All,2527395.0,3113452.0,682203.0,0.2699"
"808,2021,4,National,Medicare Only,All,Female,All,All,All,10836806.0,13763416.333,1580768.0,0.1459"
"809,2021,4,National,All,American Indian/Alaska Native,Female,All,All,All,68906.0,88553.666667,13171.0,0.1911"
"810,2021,4,National,All,Asian/Pacific Islander,Female,All,All,All,402322.0,571141.66667,85034.0,0.2114"
"811,2021,4,National,All,Black/African American,Female,All,All,All,1069800.0,1369968.0,203323.0,0.1901"
"812,2021,4,National,All,Hispanic,Female,All,All,All,720053.0,1007542.3333,169065.0,0.2348"
"813,2021,4,National,All,Non-Hispanic White,Female,All,All,All,10795376.0,13426219.333,1732796.0,0.1605"
"814,2021,4,National,All,All,Male,All,All,All,10175268.0,13996506.0,1453318.0,0.1428"
"815,2021,4,National,Medicare & Medicaid,All,Male,All,All,All,1706162.0,2363329.3333,411693.0,0.2413"
"816,2021,4,National,Medicare Only,All,Male,All,All,All,8469106.0,11633176.667,1041625.0,0.123"
"817,2021,4,National,All,American Indian/Alaska Native,Male,All,All,All,47474.0,68596.666667,7526.0,0.1585"
"818,2021,4,National,All,Asian/Pacific Islander,Male,All,All,All,266337.0,398093.66667,53069.0,0.1993"
"819,2021,4,National,All,Black/African American,Male,All,All,All,723678.0,1108288.3333,110944.0,0.1533"
"820,2021,4,National,All,Hispanic,Male,All,All,All,513490.0,856973.0,99544.0,0.1939"
"821,2021,4,National,All,Non-Hispanic White,Male,All,All,All,8215298.0,10997258.0,1118330.0,0.1361"
"822,2021,4,National,All,All,All,Aged,All,All,20718553.0,26981689.0,2893532.0,0.1397"
"823,2021,4,National,Medicare & Medicaid,All,All,Aged,All,All,2475739.0,3184440.6667,534089.0,0.2157"
"824,2021,4,National,Medicare Only,All,All,Aged,All,All,18242814.0,23797248.333,2359443.0,0.1293"
"825,2021,4,National,All,American Indian/Alaska Native,All,Aged,All,All,84474.0,113324.33333,12698.0,0.1503"
"826,2021,4,National,All,Asian/Pacific Islander,All,Aged,All,All,605704.0,879949.0,118788.0,0.1961"
"827,2021,4,National,All,Black/African American,All,Aged,All,All,1284749.0,1769477.0,186568.0,0.1452"
"828,2021,4,National,All,Hispanic,All,Aged,All,All,950258.0,1466802.0,178324.0,0.1877"
"829,2021,4,National,All,Non-Hispanic White,All,Aged,All,All,17149496.0,21881448.333,2297414.0,0.134"
"830,2021,4,National,All,All,All,Disabled,All,All,2529581.0,3586995.0,759551.0,0.3003"
"831,2021,4,National,Medicare & Medicaid,All,All,Disabled,All,All,1622311.0,2156182.0,528813.0,0.326"
"832,2021,4,National,Medicare Only,All,All,Disabled,All,All,907270.0,1430813.0,230738.0,0.2543"
"833,2021,4,National,All,American Indian/Alaska Native,All,Disabled,All,All,27293.0,39143.0,6920.0,0.2535"
"834,2021,4,National,All,Asian/Pacific Islander,All,Disabled,All,All,46768.0,72151.333333,15240.0,0.3259"
"835,2021,4,National,All,Black/African American,All,Disabled,All,All,418145.0,614174.66667,111132.0,0.2658"
"836,2021,4,National,All,Hispanic,All,Disabled,All,All,235168.0,347127.66667,78398.0,0.3334"
"837,2021,4,National,All,Non-Hispanic White,All,Disabled,All,All,1739004.0,2414878.6667,526439.0,0.3027"
"838,2021,4,National,All,All,All,ESRD,All,All,291335.0,304690.33333,63206.0,0.217"
"839,2021,4,National,Medicare & Medicaid,All,All,ESRD,All,All,135507.0,136158.66667,30994.0,0.2287"
"840,2021,4,National,Medicare Only,All,All,ESRD,All,All,155828.0,168531.66667,32212.0,0.2067"
"841,2021,4,National,All,American Indian/Alaska Native,All,ESRD,All,All,4613.0,4683.0,1079.0,0.2339"
"842,2021,4,National,All,Asian/Pacific Islander,All,ESRD,All,All,16187.0,17135.0,4075.0,0.2517"
"843,2021,4,National,All,Black/African American,All,ESRD,All,All,90584.0,94604.666667,16567.0,0.1829"
"844,2021,4,National,All,Hispanic,All,ESRD,All,All,48117.0,50585.666667,11887.0,0.247"
"845,2021,4,National,All,Non-Hispanic White,All,ESRD,All,All,122174.0,127150.33333,27273.0,0.2232"
"846,2021,4,National,All,All,All,All,0-64,All,2672176.0,3741927.3333,792235.0,0.2965"
"847,2021,4,National,Medicare & Medicaid,All,All,All,0-64,All,1707570.0,2243055.0,548916.0,0.3215"
"848,2021,4,National,Medicare Only,All,All,All,0-64,All,964606.0,1498872.3333,243319.0,0.2522"
"849,2021,4,National,All,American Indian/Alaska Native,All,All,0-64,All,30013.0,41924.0,7629.0,0.2542"
"850,2021,4,National,All,Asian/Pacific Islander,All,All,0-64,All,54052.0,80307.0,17138.0,0.3171"
"851,2021,4,National,All,Black/African American,All,All,0-64,All,470123.0,669674.66667,121163.0,0.2577"
"852,2021,4,National,All,Hispanic,All,All,0-64,All,263591.0,377812.66667,85662.0,0.325"
"853,2021,4,National,All,Non-Hispanic White,All,All,0-64,All,1785925.0,2466605.3333,537977.0,0.3012"
"854,2021,4,National,All,All,All,All,65-74,All,10990431.0,15152018.333,1610549.0,0.1465"
"855,2021,4,National,Medicare & Medicaid,All,All,All,65-74,All,1287977.0,1747366.6667,298619.0,0.2319"
"856,2021,4,National,Medicare Only,All,All,All,65-74,All,9702454.0,13404651.667,1311930.0,0.1352"
"857,2021,4,National,All,American Indian/Alaska Native,All,All,65-74,All,46423.0,64225.666667,7393.0,0.1593"
"858,2021,4,National,All,Asian/Pacific Islander,All,All,65-74,All,312212.0,482940.66667,58279.0,0.1867"
"859,2021,4,National,All,Black/African American,All,All,65-74,All,769118.0,1109036.6667,116759.0,0.1518"
"860,2021,4,National,All,Hispanic,All,All,65-74,All,534337.0,876724.0,101719.0,0.1904"
"861,2021,4,National,All,Non-Hispanic White,All,All,65-74,All,8834197.0,11945237.0,1251760.0,0.1417"
"862,2021,4,National,All,All,All,All,75-84,All,6993203.0,8535213.6667,938993.0,0.1343"
"863,2021,4,National,Medicare & Medicaid,All,All,All,75-84,All,760019.0,929934.0,156581.0,0.206"
"864,2021,4,National,Medicare Only,All,All,All,75-84,All,6233184.0,7605279.6667,782412.0,0.1255"
"865,2021,4,National,All,American Indian/Alaska Native,All,All,75-84,All,29739.0,38069.333333,4268.0,0.1435"
"866,2021,4,National,All,Asian/Pacific Islander,All,All,75-84,All,206259.0,277678.33333,40612.0,0.1969"
"867,2021,4,National,All,Black/African American,All,All,75-84,All,396422.0,501635.66667,54443.0,0.1373"
"868,2021,4,National,All,Hispanic,All,All,75-84,All,302321.0,427913.0,55032.0,0.182"
"869,2021,4,National,All,Non-Hispanic White,All,All,75-84,All,5931201.0,7124750.6667,763737.0,0.1288"
"870,2021,4,National,All,All,All,All,85 and over,All,2883659.0,3444215.0,374512.0,0.1299"
"871,2021,4,National,Medicare & Medicaid,All,All,All,85 and over,All,477991.0,556425.66667,89780.0,0.1878"
"872,2021,4,National,Medicare Only,All,All,All,85 and over,All,2405668.0,2887789.3333,284732.0,0.1184"
"873,2021,4,National,All,American Indian/Alaska Native,All,All,85 and over,All,10205.0,12931.333333,1407.0,0.1379"
"874,2021,4,National,All,Asian/Pacific Islander,All,All,85 and over,All,96136.0,128309.33333,22074.0,0.2296"
"875,2021,4,National,All,Black/African American,All,All,85 and over,All,157815.0,197909.33333,21902.0,0.1388"
"876,2021,4,National,All,Hispanic,All,All,85 and over,All,133294.0,182065.66667,26196.0,0.1965"
"877,2021,4,National,All,Non-Hispanic White,All,All,85 and over,All,2459351.0,2886884.3333,297652.0,0.121"
"878,2021,4,National,All,All,All,All,All,Rural,5279226.0,7073257.6667,651178.0,0.1233"
"879,2021,4,National,Medicare & Medicaid,All,All,All,All,Rural,1001666.0,1287587.3333,211955.0,0.2116"
"880,2021,4,National,Medicare Only,All,All,All,All,Rural,4277560.0,5785670.3333,439223.0,0.1027"
"881,2021,4,National,All,American Indian/Alaska Native,All,All,All,Rural,66051.0,89110.0,10358.0,0.1568"
"882,2021,4,National,All,Asian/Pacific Islander,All,All,All,Rural,30690.0,46343.333333,4572.0,0.149"
"883,2021,4,National,All,Black/African American,All,All,All,Rural,237833.0,319812.33333,27459.0,0.1155"
"884,2021,4,National,All,Hispanic,All,All,All,Rural,154426.0,233425.33333,28505.0,0.1846"
"885,2021,4,National,All,Non-Hispanic White,All,All,All,Rural,4678342.0,6225920.0,565875.0,0.121"
"886,2021,4,National,All,All,All,All,All,Urban,18216594.0,23688135.0,3060392.0,0.168"
"887,2021,4,National,Medicare & Medicaid,All,All,All,All,Urban,3223490.0,4175606.0,880409.0,0.2731"
"888,2021,4,National,Medicare Only,All,All,All,All,Urban,14993104.0,19512529.0,2179983.0,0.1454"
"889,2021,4,National,All,American Indian/Alaska Native,All,All,All,Urban,49914.0,67392.333333,10247.0,0.2053"
"890,2021,4,National,All,Asian/Pacific Islander,All,All,All,Urban,632889.0,907709.0,133292.0,0.2106"
"891,2021,4,National,All,Black/African American,All,All,All,Urban,1546305.0,2140967.3333,285901.0,0.1849"
"892,2021,4,National,All,Hispanic,All,All,All,Urban,1074048.0,1613626.6667,239603.0,0.2231"
"893,2021,4,National,All,Non-Hispanic White,All,All,All,Urban,14310664.0,18142705.667,2282451.0,0.1595"
"894,2022,Overall,National,All,All,All,All,All,All,28885208.0,29655517.25,8503157.0,0.2944"
"895,2022,Overall,National,All,All,All,All,All,Rural,6521042.0,6698638.1667,1483958.0,0.2276"
"896,2022,Overall,National,All,All,All,All,All,Urban,22298355.0,22841222.667,7005049.0,0.3142"
"897,2022,Overall,National,All,All,All,All,0-64,All,3187731.0,3298922.5,1326920.0,0.4163"
"898,2022,Overall,National,All,All,All,All,65-74,All,13455058.0,13995241.25,3691378.0,0.2743"
"899,2022,Overall,National,All,All,All,All,75-84,All,8633932.0,8826709.5,2476043.0,0.2868"
"900,2022,Overall,National,All,All,All,All,85 and over,All,3608487.0,3534644.0,1008816.0,0.2796"
"901,2022,Overall,National,All,All,All,Aged,All,All,25518848.0,26202710.75,7101510.0,0.2783"
"902,2022,Overall,National,All,All,All,Disabled,All,All,3026369.0,3161271.0833,1262021.0,0.417"
"903,2022,Overall,National,All,All,All,ESRD,All,All,339991.0,291535.41667,139626.0,0.4107"
"904,2022,Overall,National,All,All,Female,All,All,All,16162212.0,16230434.75,5042013.0,0.312"
"905,2022,Overall,National,All,All,Male,All,All,All,12722996.0,13425082.5,3461144.0,0.272"
"906,2022,Overall,National,All,American Indian/Alaska Native,All,All,All,All,143025.0,145473.66667,45070.0,0.3151"
"907,2022,Overall,National,All,American Indian/Alaska Native,All,All,All,Rural,80824.0,81908.5,23350.0,0.2889"
"908,2022,Overall,National,All,American Indian/Alaska Native,All,All,All,Urban,61679.0,62942.333333,21513.0,0.3488"
"909,2022,Overall,National,All,American Indian/Alaska Native,All,All,0-64,All,35730.0,37147.916667,13820.0,0.3868"
"910,2022,Overall,National,All,American Indian/Alaska Native,All,All,65-74,All,55492.0,56637.5,16425.0,0.296"
"911,2022,Overall,National,All,American Indian/Alaska Native,All,All,75-84,All,38065.0,38280.5,10988.0,0.2887"
"912,2022,Overall,National,All,American Indian/Alaska Native,All,All,85 and over,All,13738.0,13407.75,3837.0,0.2793"
"913,2022,Overall,National,All,American Indian/Alaska Native,All,Aged,All,All,105103.0,106431.83333,30360.0,0.2889"
"914,2022,Overall,National,All,American Indian/Alaska Native,All,Disabled,All,All,32812.0,34623.416667,12560.0,0.3828"
"915,2022,Overall,National,All,American Indian/Alaska Native,All,ESRD,All,All,5110.0,4418.4166667,2150.0,0.4207"
"916,2022,Overall,National,All,American Indian/Alaska Native,Female,All,All,All,83058.0,82104.166667,28174.0,0.3392"
"917,2022,Overall,National,All,American Indian/Alaska Native,Male,All,All,All,59967.0,63369.5,16896.0,0.2818"
"918,2022,Overall,National,All,Asian/Pacific Islander,All,All,All,All,881897.0,953632.58333,322775.0,0.366"
"919,2022,Overall,National,All,Asian/Pacific Islander,All,All,All,Rural,41240.0,44875.0,10384.0,0.2518"
"920,2022,Overall,National,All,Asian/Pacific Islander,All,All,All,Urban,832551.0,893274.58333,311536.0,0.3742"
"921,2022,Overall,National,All,Asian/Pacific Islander,All,All,0-64,All,69101.0,74253.75,31040.0,0.4492"
"922,2022,Overall,National,All,Asian/Pacific Islander,All,All,65-74,All,419135.0,459536.41667,138996.0,0.3316"
"923,2022,Overall,National,All,Asian/Pacific Islander,All,All,75-84,All,264470.0,284118.33333,99183.0,0.375"
"924,2022,Overall,National,All,Asian/Pacific Islander,All,All,85 and over,All,129191.0,135724.08333,53556.0,0.4145"
"925,2022,Overall,National,All,Asian/Pacific Islander,All,Aged,All,All,802189.0,870013.5,286620.0,0.3573"
"926,2022,Overall,National,All,Asian/Pacific Islander,All,Disabled,All,All,60498.0,66627.333333,27216.0,0.4499"
"927,2022,Overall,National,All,Asian/Pacific Islander,All,ESRD,All,All,19210.0,16991.75,8939.0,0.4653"
"928,2022,Overall,National,All,Asian/Pacific Islander,Female,All,All,All,528304.0,563862.5,196832.0,0.3726"
"929,2022,Overall,National,All,Asian/Pacific Islander,Male,All,All,All,353593.0,389770.08333,125943.0,0.3562"
"930,2022,Overall,National,All,Black/African American,All,All,All,All,2201000.0,2266779.25,665515.0,0.3024"
"931,2022,Overall,National,All,Black/African American,All,All,All,Rural,277787.0,277750.16667,58034.0,0.2089"
"932,2022,Overall,National,All,Black/African American,All,All,All,Urban,1910590.0,1972209.5,604925.0,0.3166"
"933,2022,Overall,National,All,Black/African American,All,All,0-64,All,567245.0,577540.58333,211567.0,0.373"
"934,2022,Overall,National,All,Black/African American,All,All,65-74,All,947745.0,993722.66667,259698.0,0.274"
"935,2022,Overall,National,All,Black/African American,All,All,75-84,All,485264.0,497169.08333,137286.0,0.2829"
"936,2022,Overall,National,All,Black/African American,All,All,85 and over,All,200746.0,198346.91667,56964.0,0.2838"
"937,2022,Overall,National,All,Black/African American,All,Aged,All,All,1589043.0,1651353.0833,437933.0,0.2756"
"938,2022,Overall,National,All,Black/African American,All,Disabled,All,All,510453.0,529931.5,191309.0,0.3748"
"939,2022,Overall,National,All,Black/African American,All,ESRD,All,All,101504.0,85494.666667,36273.0,0.3574"
"940,2022,Overall,National,All,Black/African American,Female,All,All,All,1276624.0,1254068.25,421852.0,0.3304"
"941,2022,Overall,National,All,Black/African American,Male,All,All,All,924376.0,1012711.0,243663.0,0.2636"
"942,2022,Overall,National,All,Hispanic,All,All,All,All,1610146.0,1778335.0,575618.0,0.3575"
"943,2022,Overall,National,All,Hispanic,All,All,All,Rural,200295.0,219149.08333,59689.0,0.298"
"944,2022,Overall,National,All,Hispanic,All,All,All,Urban,1402246.0,1541606.75,514564.0,0.367"
"945,2022,Overall,National,All,Hispanic,All,All,0-64,All,328226.0,341458.91667,150280.0,0.4579"
"946,2022,Overall,National,All,Hispanic,All,All,65-74,All,717503.0,818827.91667,228220.0,0.3181"
"947,2022,Overall,National,All,Hispanic,All,All,75-84,All,388332.0,431181.91667,132556.0,0.3413"
"948,2022,Overall,National,All,Hispanic,All,All,85 and over,All,176085.0,186866.25,64562.0,0.3667"
"949,2022,Overall,National,All,Hispanic,All,Aged,All,All,1258246.0,1416813.8333,414852.0,0.3297"
"950,2022,Overall,National,All,Hispanic,All,Disabled,All,All,295606.0,313525.58333,135936.0,0.4599"
"951,2022,Overall,National,All,Hispanic,All,ESRD,All,All,56294.0,47995.583333,24830.0,0.4411"
"952,2022,Overall,National,All,Hispanic,Female,All,All,All,918786.0,962949.33333,354915.0,0.3863"
"953,2022,Overall,National,All,Hispanic,Male,All,All,All,691360.0,815385.66667,220703.0,0.3192"
"954,2022,Overall,National,All,Non-Hispanic White,All,All,All,All,23114480.0,23531579.167,6597526.0,0.2854"
"955,2022,Overall,National,All,Non-Hispanic White,All,All,All,Rural,5771497.0,5917711.75,1297294.0,0.2248"
"956,2022,Overall,National,All,Non-Hispanic White,All,All,All,Urban,17309561.0,17555430.417,5291702.0,0.3057"
"957,2022,Overall,National,All,Non-Hispanic White,All,All,0-64,All,2088830.0,2163080.25,877855.0,0.4203"
"958,2022,Overall,National,All,Non-Hispanic White,All,All,65-74,All,10724185.0,11050686.75,2874437.0,0.268"
"959,2022,Overall,National,All,Non-Hispanic White,All,All,75-84,All,7249908.0,7357255.75,2029352.0,0.2799"
"960,2022,Overall,National,All,Non-Hispanic White,All,All,85 and over,All,3051557.0,2960556.4167,815882.0,0.2674"
"961,2022,Overall,National,All,Non-Hispanic White,All,Aged,All,All,20933547.0,21288561.083,5679974.0,0.2713"
"962,2022,Overall,National,All,Non-Hispanic White,All,Disabled,All,All,2035141.0,2116999.5,855327.0,0.4203"
"963,2022,Overall,National,All,Non-Hispanic White,All,ESRD,All,All,145792.0,126018.58333,62225.0,0.4268"
"964,2022,Overall,National,All,Non-Hispanic White,Female,All,All,All,12955738.0,12953585.667,3903256.0,0.3013"
"965,2022,Overall,National,All,Non-Hispanic White,Male,All,All,All,10158742.0,10577993.5,2694270.0,0.2652"
"966,2022,Overall,National,Medicare & Medicaid,All,All,All,All,All,5391535.0,5253457.8333,2108722.0,0.3911"
